,SiteName2,SampleName,CoreName_2,Extracted_IntervalStart_Depth_cm,Extracted_IntervalEnd_Depth_cm,Corrected_IntervalStart_Depth_cm,Corrected_IntervalEnd_Depth_cm,Corrected_DBD_g_cm3,Corrected_Sample_Thickness_cm,Province,Region,Site,OC_Per,Study,Percent.Sand.Fraction,Percent.Gravel.Fraction,Percent.Silt.Fraction,Core.Number,Corrected_Midpoint_cm,Corrected_Midpoint_cm_rounded,Prov,SiteCode,Watercourse_NEAR_FID,Watercourse_NEAR_DIST,Elevation,REI,LOI_Percent,Coast,Type
169,Taylor's Head Deep,NS-THd-4-SG-4-30-42.8,NS-THd-4-SG-4,30,42.8,33.6,47.9,0.9,14.3,NS,Atlantic,Taylor's Head Deep,1.318,Christensen,76.9,0,23.1,4,40.75,45,NS ,THd,562,18665.01085,8,53200.07583,3.837020372,Atlantic,Seagrass
170,Taylor's Head Deep,NS-THd-4-SG-4-5-10,NS-THd-4-SG-4,5,10,5.6,11.2,0.9,5.6,NS,Atlantic,Taylor's Head Deep,0.579,Christensen,89.3,0,10.8,4,8.4,10,NS ,THd,562,18665.01085,8,53200.07583,2.100580749,Atlantic,Seagrass
171,TFN Intercauseway,BC-TFN-1-SG-1-0-2,BC-TFN-1-SG-1,0,2,0,4.3,2.004319121,4.3,BC,Lower Mainland,TFN Intercauseway,0.514,Christensen,84,0,16,1,2.15,5,BC ,TFN,1935,7931.438082,-1,3767.029841,2.177158497,Pacific,Seagrass
172,TFN Intercauseway,BC-TFN-1-SG-1-10-20,BC-TFN-1-SG-1,10,20,21.5,43,1.517941919,21.5,BC,Lower Mainland,TFN Intercauseway,0.35,Christensen,86.7,0.6,13.1,1,32.25,35,BC ,TFN,1935,7931.438082,-1,3767.029841,2.048463652,Pacific,Seagrass
173,TFN Intercauseway,BC-TFN-1-SG-1-2-5,BC-TFN-1-SG-1,2,5,4.3,0.7,1.539510531,-3.6,BC,Lower Mainland,TFN Intercauseway,0.493,Christensen,85.5,0,14.5,1,2.5,5,BC ,TFN,1935,7931.438082,-1,3767.029841,2.125251509,Pacific,Seagrass
174,TFN Intercauseway,BC-TFN-1-SG-1-20-25.5,BC-TFN-1-SG-1,20,25.5,43,54.8,1.167149244,11.8,BC,Lower Mainland,TFN Intercauseway,0.326,Christensen,78.8,0,21.1,1,48.9,50,BC ,TFN,1935,7931.438082,-1,3767.029841,2.594635247,Pacific,Seagrass
175,TFN Intercauseway,BC-TFN-1-SG-1-5-10,BC-TFN-1-SG-1,5,10,10.7,21.5,1.453397692,10.8,BC,Lower Mainland,TFN Intercauseway,0.36,Christensen,85.9,0,14.1,1,16.1,20,BC ,TFN,1935,7931.438082,-1,3767.029841,1.801466021,Pacific,Seagrass
176,TFN Intercauseway,BC-TFN-2-SG-2-0-2,BC-TFN-2-SG-2,0,2,0,3.2,1.26602941,3.2,BC,Lower Mainland,TFN Intercauseway,0.441,Christensen,89.6,0,10.3,2,1.6,5,BC ,TFN,1935,7931.438082,-1,3767.029841,1.793155701,Pacific,Seagrass
177,TFN Intercauseway,BC-TFN-2-SG-2-10-20,BC-TFN-2-SG-2,10,20,15.9,31.8,1.077112955,15.9,BC,Lower Mainland,TFN Intercauseway,0.427,Christensen,91.1,0,8.7,2,23.85,25,BC ,TFN,1935,7931.438082,-1,3767.029841,1.627329193,Pacific,Seagrass
178,TFN Intercauseway,BC-TFN-2-SG-2-2-5,BC-TFN-2-SG-2,2,5,3.2,7.9,1.151794735,4.7,BC,Lower Mainland,TFN Intercauseway,0.355,Christensen,90.8,0,9.1,2,5.55,10,BC ,TFN,1935,7931.438082,-1,3767.029841,1.450006304,Pacific,Seagrass
179,TFN Intercauseway,BC-TFN-2-SG-2-20-30,BC-TFN-2-SG-2,20,30,31.8,47.7,1.118851614,15.9,BC,Lower Mainland,TFN Intercauseway,0.377,Christensen,86.9,0,13.1,2,39.75,40,BC ,TFN,1935,7931.438082,-1,3767.029841,1.7532952,Pacific,Seagrass
180,TFN Intercauseway,BC-TFN-2-SG-2-30-34.5,BC-TFN-2-SG-2,30,34.5,47.7,54.8,0.866786303,7.1,BC,Lower Mainland,TFN Intercauseway,0.39,Christensen,82.8,0,17.2,2,51.25,55,BC ,TFN,1935,7931.438082,-1,3767.029841,1.648835746,Pacific,Seagrass
181,TFN Intercauseway,BC-TFN-2-SG-2-5-10,BC-TFN-2-SG-2,5,10,7.9,5.9,1.171182008,-2,BC,Lower Mainland,TFN Intercauseway,0.361,Christensen,90.2,0,9.8,2,6.9,10,BC ,TFN,1935,7931.438082,-1,3767.029841,1.651238429,Pacific,Seagrass
182,TFN Intercauseway,BC-TFN-3-SG-3-0-2,BC-TFN-3-SG-3,0,2,0,3.8,1.622274412,3.8,BC,Lower Mainland,TFN Intercauseway,0.517,Christensen,93,0,7.1,3,1.9,5,BC ,TFN,1935,7931.438082,-1,3767.029841,1.870684244,Pacific,Seagrass
183,TFN Intercauseway,BC-TFN-3-SG-3-10-20,BC-TFN-3-SG-3,10,20,18.9,37.8,1.380729863,18.9,BC,Lower Mainland,TFN Intercauseway,0.364,Christensen,93.3,0,6.7,3,28.35,30,BC ,TFN,1935,7931.438082,-1,3767.029841,1.587701613,Pacific,Seagrass
184,TFN Intercauseway,BC-TFN-3-SG-3-2-5,BC-TFN-3-SG-3,2,5,3.8,9.4,1.350087997,5.6,BC,Lower Mainland,TFN Intercauseway,0.362,Christensen,95.7,0,4.3,3,6.6,10,BC ,TFN,1935,7931.438082,-1,3767.029841,1.358424726,Pacific,Seagrass
185,TFN Intercauseway,BC-TFN-3-SG-3-20-29,BC-TFN-3-SG-3,20,29,37.8,54.8,1.401942372,17,BC,Lower Mainland,TFN Intercauseway,0.291,Christensen,92,0,8,3,46.3,50,BC ,TFN,1935,7931.438082,-1,3767.029841,1.480366328,Pacific,Seagrass
186,TFN Intercauseway,BC-TFN-3-SG-3-5-10,BC-TFN-3-SG-3,5,10,9.4,8.9,1.399093685,-0.5,BC,Lower Mainland,TFN Intercauseway,0.358,Christensen,95.3,0,4.8,3,9.15,10,BC ,TFN,1935,7931.438082,-1,3767.029841,1.511177719,Pacific,Seagrass
187,Tsawwassen,BC-TSW-1-SG-1-0-2,BC-TSW-1-SG-1,0,2,0,4,1.715218111,4,BC,Lower Mainland,Tsawwassen,0.436,Christensen,80.1,0,19.8,1,2,5,BC ,TSW,1935,8487.07946,-2,3471.954224,1.524163569,Pacific,Seagrass
188,Tsawwassen,BC-TSW-1-SG-1-10-20,BC-TSW-1-SG-1,10,20,19.9,39.9,1.437449996,20,BC,Lower Mainland,Tsawwassen,0.646,Christensen,79.7,0,20.3,1,29.9,30,BC ,TSW,1935,8487.07946,-2,3471.954224,2.128473107,Pacific,Seagrass
189,Tsawwassen,BC-TSW-1-SG-1-2-5,BC-TSW-1-SG-1,2,5,4,0,0.918233144,-4,BC,Lower Mainland,Tsawwassen,0.407,Christensen,79.9,0,20.1,1,2,5,BC ,TSW,1935,8487.07946,-2,3471.954224,1.314810221,Pacific,Seagrass
190,Tsawwassen,BC-TSW-1-SG-1-20-29,BC-TSW-1-SG-1,20,29,39.9,57.8,1.41204213,17.9,BC,Lower Mainland,Tsawwassen,0.669,Christensen,73.2,0,26.9,1,48.85,50,BC ,TSW,1935,8487.07946,-2,3471.954224,2.114690882,Pacific,Seagrass
191,Tsawwassen,BC-TSW-1-SG-1-5-10,BC-TSW-1-SG-1,5,10,10,19.9,1.98796276,9.9,BC,Lower Mainland,Tsawwassen,0.565,Christensen,78.2,0,21.9,1,14.95,15,BC ,TSW,1935,8487.07946,-2,3471.954224,1.662887377,Pacific,Seagrass
192,Tsawwassen,BC-TSW-2-SG-2-0-2,BC-TSW-2-SG-2,0,2,0,4.3,1.883981063,4.3,BC,Lower Mainland,Tsawwassen,0.532,Christensen,81.6,0,18.2,2,2.15,5,BC ,TSW,1935,8487.07946,-2,3471.954224,1.925705057,Pacific,Seagrass
193,Tsawwassen,BC-TSW-2-SG-2-10-20,BC-TSW-2-SG-2,10,20,21.6,43.1,1.574486427,21.5,BC,Lower Mainland,Tsawwassen,0.513,Christensen,84.9,0,15.2,2,32.35,35,BC ,TSW,1935,8487.07946,-2,3471.954224,2.111180512,Pacific,Seagrass
194,Tsawwassen,BC-TSW-2-SG-2-2-5,BC-TSW-2-SG-2,2,5,4.3,0.8,1.621654586,-3.5,BC,Lower Mainland,Tsawwassen,0.67,Christensen,83.5,0,16.5,2,2.55,5,BC ,TSW,1935,8487.07946,-2,3471.954224,2.062111801,Pacific,Seagrass
195,Tsawwassen,BC-TSW-2-SG-2-20-25.4,BC-TSW-2-SG-2,20,25.4,43.1,54.8,1.760299864,11.7,BC,Lower Mainland,Tsawwassen,0.735,Christensen,75.7,0,24.3,2,48.95,50,BC ,TSW,1935,8487.07946,-2,3471.954224,2.003733665,Pacific,Seagrass
196,Tsawwassen,BC-TSW-2-SG-2-5-10,BC-TSW-2-SG-2,5,10,10.8,21.6,1.691602715,10.8,BC,Lower Mainland,Tsawwassen,0.617,Christensen,84.1,0,15.8,2,16.2,20,BC ,TSW,1935,8487.07946,-2,3471.954224,2.000250031,Pacific,Seagrass
197,Tsawwassen,BC-TSW-3-SG-3-0-2,BC-TSW-3-SG-3,0,2,0,4.6,1.623758529,4.6,BC,Lower Mainland,Tsawwassen,0.543,Christensen,85.2,0,14.9,3,2.3,5,BC ,TSW,1935,8487.07946,-2,3471.954224,2.04359673,Pacific,Seagrass
198,Tsawwassen,BC-TSW-3-SG-3-10-20,BC-TSW-3-SG-3,10,20,22.8,45.7,1.922266123,22.9,BC,Lower Mainland,Tsawwassen,0.56,Christensen,81.3,0,18.7,3,34.25,35,BC ,TSW,1935,8487.07946,-2,3471.954224,1.89802754,Pacific,Seagrass
199,Tsawwassen,BC-TSW-3-SG-3-2-5,BC-TSW-3-SG-3,2,5,4.6,1.4,1.568450559,-3.2,BC,Lower Mainland,Tsawwassen,0.52,Christensen,84.9,0,15.1,3,3,5,BC ,TSW,1935,8487.07946,-2,3471.954224,2.074222167,Pacific,Seagrass
200,Tsawwassen,BC-TSW-3-SG-3-20-24,BC-TSW-3-SG-3,20,24,45.7,54.8,1.412331637,9.1,BC,Lower Mainland,Tsawwassen,0.649,Christensen,69.6,0,30.4,3,50.25,55,BC ,TSW,1935,8487.07946,-2,3471.954224,1.698089649,Pacific,Seagrass
201,Tsawwassen,BC-TSW-3-SG-3-5-10,BC-TSW-3-SG-3,5,10,11.4,22.8,1.75022165,11.4,BC,Lower Mainland,Tsawwassen,0.568,Christensen,83.9,0,16.1,3,17.1,20,BC ,TSW,1935,8487.07946,-2,3471.954224,2.045397855,Pacific,Seagrass
